ID,Тип_покупки,Категория,Название,Адрес,Город,Телефон,Email,Сайт,Заметки,Приоритет,Источник,Верифицировано,Доверие,Дата_проверки,Источник_проверки,Халяль_нужен,Холодная_цепочка,Текущий_поставщик_лаваша,Сезонность
R158,Опт,Опт-Дистрибьютор HORECA,Libano Foods SL,"Calle Gessami, 13",Sant Just Desvern (Barcelona),+34 93 372 79 10,info@libanofoods.com,https://libanofoods.com,!!!CRÍTICO!!! CONFIRMADO competidor directo. Fabricante+importador+distribuidor. 3000+ clientes España + presencia europea. 3000m2 + 2 plantas producción. Pan pita/libanés/durum/hummus/tahini. NIШA ARABE/ETNICA. Estrategia: o ataque competitivo o partnership/cobranding.,5,libanofoods.com,Да,5,2026-05-28,https://libanofoods.com/en/pages/nosotros + empresite,,Уточнить,,Круглый год
R159,Опт,Опт-Дистрибьютор HORECA,Selling & Spain,Pol. Ind. Les Guixeres,Badalona,,,https://proveedores.com/proveedores/selling-spain,VERIFICADO parcial. NICHO KEBAB confirmado: pan pita/durum/falafel/salsas/carne congelada kebab/embalajes. Sin contacto directo público — gestionar por formulario proveedores.com. CANAL CRITICO para distribución лаваша en ~2500 kebab-точек Каталонии.,5,proveedores.com,Частично,3,2026-05-28,https://www.proveedores.com/proveedores/selling-spain/,,Да,,Круглый год
R160,Опт,Опт-Дистрибьютор HORECA,Dispuig (Francisco Puig Masjuán SA),"C/ Riera Rimau, 2",Girona,+34 972 20 67 13 / +34 972 64 77 26,dispuig@dispuig.com,https://dispuig.com,VERIFICADO. 72+ años. Congelados+pescado+marisco+helados+repostería+panadería. Cadena de frío total. NB: absorbió Francisco Puig Masjuán SA (R171 — DUPLICADO). | ДУБЛИКАТ записан как R171 (Francisco Puig Masjuán SA) — данные слиты сюда.,5,dispuig.com,Да,5,2026-05-28,https://www.dispuig.com + paginasamarillas + alimarket,,Да,,Круглый год
R161,Опт,Опт-Дистрибьютор HORECA,Marquez Distribucions (Manel Marquez SL),Paratge Vilartagues,Sant Feliu de Guíxols,+34 972 32 50 85,info@marquezdistribucions.com,https://marquezdistribucions.com,VERIFICADO. Desde 1975. Bebidas+alimentos+droguería HORECA. Costa Brava. Lun-Vie 9-13h.,5,marquezdistribucions.com,Да,5,2026-05-28,https://www.marquezdistribucions.com/ + empresite,,Уточнить,,Круглый год
R162,Опт,Опт-Дистрибьютор HORECA,El Nou Magatzem,"Marqués de Caldes de Montbui, 101",Girona,+34 872 08 19 81,elnoumagatzem@hotmail.com,https://elnoumagatzem.com,VERIFICADO. Importador+distribuidor productos argentinos+italianos HORECA. Carne/vinos/quesos/dulces/pasta. NICHO ETNICO LATINO (público argentino). Tienda física + envíos peninsula.,4,elnoumagatzem.com,Да,5,2026-05-28,https://elnoumagatzem.com/ + arecetas.com,,Уточнить,,Круглый год
R163,Опт,Опт-Дистрибьютор HORECA,Disfribell SA,"Carrer Llorer, 1",Palol de Revardit (Girona),+34 972 44 50 06,,https://disfribell.com,VERIFICADO. 30 años especialistas pan/bollería/pastelería CONGELADA. Pizza/coca/cristal/hamburguesa. Cadena de frío SI. Email no encontrado público.,4,disfribell.com,Частично,4,2026-05-28,https://www.proveedores.com/proveedores/disfribell/ + paginasamarillas,,Да,,Круглый год
R164,Опт,Опт-Дистрибьютор HORECA,Distribucions Abad Isern SL,"Calle de l'Alzina Surera, 2",Palafrugell (Girona),,,https://abadisern.com,VERIFICADO. Helados+congelados HORECA Costa Brava. Flota propia con cámaras frigoríficas. Cadena de frío SI. Teléfono/email exactos no públicos — gestionar vía formulario web.,4,abadisern.com,Частично,3,2026-05-28,https://abadisern.com/ + empresite,,Да,,Круглый год
R165,Опт,Опт-Дистрибьютор HORECA,Fredjove SL,Figueres,Figueres (Girona),,,https://fredjove.es,VERIFICADO. Constituida 01/02/2002. Mayorista congelados HORECA Girona+Barcelona. Pizzas/paellas/pan congelado/kebab cocinado/Häagen-Dazs. Cadena de frío total. NB: KEBAB COCINADO ya en catálogo — sinergia con лавашом.,4,fredjove.es,Частично,4,2026-05-28,https://www.fredjove.es/ + axesor,,Да,,Круглый год
R166,Опт,Опт-Дистрибьютор HORECA,Pinco & Pallino,L'Escala,L'Escala (Girona),,,https://proveedores.com/proveedores/pinco-pallino,VERIFICADO parcial. 20+ años. Pizza/focaccia/calzone/pasta fresca y congelada. Cadena de frío SI. Contacto solo vía proveedores.com.,4,proveedores.com,Частично,3,2026-05-28,https://www.proveedores.com/proveedores/pinco-pallino/,,Да,,Круглый год
R167,Опт,Опт-Дистрибьютор HORECA,Sed Distribució,"Polígon Industrial Sector Estació, Nau 6 nº6",Puigcerdà (Girona),+34 972 88 13 43,info@sed-distribucio.cat,https://sed-distribucio.cat,VERIFICADO. 10 años HORECA. Cerdanya+Alt Urgell+Berguedà. 600+ clientes. Bebidas+alimentación. Cadena de frío parcial (food+bev).,3,sed-distribucio.cat,Да,5,2026-05-28,https://sed-distribucio.cat/ + proveedores,,Да,,Круглый год
R168,Опт,Опт-Дистрибьютор HORECA,OR Empuries SL,"Plaça Europa, 21",Figueres (Girona),+34 972 50 41 71 / +34 669 20 79 64,empuriesad@gmail.com,https://sites.google.com/view/orempuriessl,VERIFICADO. NIF B55308431. Constituida 10/11/2017. Pescado+marisco congelado HORECA. Alquiler de cámaras frigoríficas. Cadena de frío SI.,3,sites.google.com/view/orempuriessl,Да,5,2026-05-28,Google Sites + Universia + sources,,Да,,Круглый год
R169,Опт,Опт-Дистрибьютор HORECA,Balló (Balló SA),"Carrer Llers, S/N",Figueres (Girona),,,https://ballosa.com,VERIFICADO. Desde 1892 (130+ años). Mayorista bebidas+alimentos+droguería HORECA. Marcas Estrella Damm/Viladrau. Teléfono exacto no encontrado público.,4,ballosa.com,Частично,4,2026-05-28,https://www.ballosa.com/ + paginasamarillas + Facebook,,Уточнить,,Круглый год
R170,Опт,Опт-Дистрибьютор HORECA,Miquel Alimentació Grup SA (Grupo Miquel),"C/ Germans Miquel s/n, Polígono Industrial Empordà",Vilamalla (Girona),+34 972 52 70 00,info@miquel.es,https://miquel.es,VERIFICADO. 1000+ empleados. Distribución alimentación+droguería+perfumería+bazar. Franquicias Suma/Proxim+mayoristas+supermercados. Operación internacional. Cadena de frío SI (frescos/congelados).,4,miquel.es,Да,5,2026-05-28,https://www.miquel.es + europages + paginasamarillas,,Да,,Круглый год
R171,Опт,Опт-Дистрибьютор HORECA,Francisco Puig Masjuán SA,"C/ Riera Rimau, 2",Girona,+34 972 64 77 26,dispuig@dispuig.com,https://dispuig.com,[ДУБЛИКАТ → СЛИТ С R160] СЛИТО С ID R160 (Dispuig (Francisco Puig Masjuán SA)) — этот адрес/название дублируется. VERIFICADO. DUPLICADO de R160 — Dispuig absorbió esta empresa (Alimarket). Misma sede. Pescado+marisco+verduras+helados congelados. SE PUEDE FUSIONAR CON R160.,3,dispuig.com,Дубликат,5,2026-05-28,https://www.alimarket.es/alimentacion/noticia/382547/ + paginasamarillas,,Да,,Круглый год
R172,Опт,Опт-Дистрибьютор HORECA,Condal Chef (Condalchef),Barcelona / Girona (cobertura),Barcelona,,,https://condalchef.com,VERIFICADO parcial. Desde 1965. Gourmet HORECA + 15 años importando 50+ marcas cerveza artesana (800 referencias). Flota propia 24-72h. Carnes/embutidos ibéricos/vinos. NB: la nota original 'Girona' es imprecisa — opera Barcelona+Girona.,3,condalchef.com,Частично,3,2026-05-28,https://condalchef.com/ + proveedores,,Уточнить,,Круглый год
R173,Опт,Опт-Дистрибьютор HORECA,Alimentació MQ,Girona,Girona,,,https://proveedores.com/proveedores/alimentacio-mq,VERIFICADO parcial. Pequeña distribuidora Girona. Productos exclusivos/ecológicos. Aceite/pasta eco/conservas/cava/vino eco. Contacto solo vía proveedores.com.,3,proveedores.com,Частично,3,2026-05-28,https://www.proveedores.com/proveedores/alimentacio-mq/,,Уточнить,,Круглый год
R174,Опт,Опт-Дистрибьютор HORECA,Alregi SL,"Polígono Empordà Internacional, C/ Garrotxa, 8",Vilamalla (Girona),+34 972 52 60 61,alregi@alregi.es,https://alregi.cat,VERIFICADO. Desde 1993. HORECA bebidas Cataluña+nacional. 2600+ referencias vinos+destilados. 28 tiendas Girona/Barcelona. Servicio semanal HORECA con transporte propio. Cadena de frío parcial.,3,alregi.cat,Да,5,2026-05-28,https://www.alregi.cat/es/sobre-nosotros + proveedores,,Да,,Круглый год
R175,Опт,Опт-Дистрибьютор HORECA,Mercabarna (mercado mayorista — sector HORECA),"Mercabarna, Zona Franca",Barcelona,+34 93 556 56 00,,https://mercabarna.es,VERIFICADO. HUB B2B principal Cataluña. 70+ empresas HORECA en complejo. Buscador empresas: mercabarna.es/cercador-empreses. CRÍTICO para visita comercial — dia de campo con 5-10 distribuidores en pocas horas.,5,mercabarna.es,Да,5,2026-05-28,https://www.mercabarna.es/cercador-empreses/es_index.php,,Уточнить,,Круглый год
R176,Опт,Опт-Дистрибьютор HORECA,Fleca Serhs (Tamenfo SL — Grup Serhs),"Pol. Ind. Mas Roger, C/ Franklin con Edison",Pineda de Mar (Barcelona),+34 93 767 19 20,flecaserhs@serhs.com,https://flecaserhs.com,VERIFICADO. Parte del Grupo Serhs (gigante hostelero). Fabricación+distribución pan HORECA Maresme+alta gama. Cerca de Lloret/Costa Brava. POSIBLE SUBCONTRATA O CO-MANUFACTURING DE LAVASH.,4,flecaserhs.com,Да,5,2026-05-28,https://www.flecaserhs.com/es + paginasamarillas,,Уточнить,,Круглый год
R177,Опт,Опт-Дистрибьютор HORECA,Grup Moianès,"Calle Barcelonès, Nau 10, Pol. Ind. La Borda",Caldes de Montbui (Barcelona),+34 93 865 26 06,,https://grupmoianes.com,VERIFICADO. Distribución masas y pan congelado HORECA Vallès Occidental+Oriental. Pedido min 30 EUR. Flota con cadena de frío total. Bocadillos/bases pizza/empanadas/bollería/panes.,3,grupmoianes.com,Да,5,2026-05-28,http://grupmoianes.com/ + paginasamarillas,,Да,,Круглый год
